グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
	SBmap11	Lanthionine	Lanthionine		3183/8/2			DWPCPZJAHOETAG-IMJSIDKUSA-N	CHEBI:21347			
	SBmap11	Leucine enkephalin (Tyr-Gly-Gly-Phe-Leu)	Leucine enkephalin		14-18-6			URLZCHNOLZSCCA-VABKMULXSA-N				
	SBmap11	Leucinic acid	Leucinic acid		10303-64-7			LVRFTAZAXQPQHI-UHFFFAOYSA-N	CHEBI:59783			
	SBmap11	Levulinic acid	Levulinic acid		123-76-2			JOOXCMJARBKPKM-UHFFFAOYSA-N				
	SBmap11	L-Methionine sulfone (IS)	Methionine sulfone (IS)									
	SBmap07	Margaric acid	Margaric acid	Margaric acid	0506-12-7	10465		KEMQGTRYUADPNZ-UHFFFAOYSA-N	CHEBI:32365			
	SBmap07	Methoprene acid	Methoprene acid	Methoprene acid	53092-52-7	5353760		MNYBEULOKRVZKY-TZOAMJEDSA-N				
	SBmap11	Methyl-3-buten-2-ol	2-Methyl-3-buten-2-ol	2-Methyl-3-buten-2-ol	115-18-4			HNVRRHSXBLFLIG-UHFFFAOYSA-N				
	SBmap07	Methyl-3-hydroxybutyric acid	2-Methyl-3-hydroxybutyric acid	2-Methyl-3-hydroxybutyric acid	473-86-9	160471		VEXDRERIMPLZLU-UHFFFAOYSA-N	CHEBI:37051			
	SBmap07	Methyl-3-hydroxyvaleric acid	2-Methyl-3-hydroxyvaleric acid	2-Methyl-3-hydroxyvaleric acid	28892-73-1	152968		NVIHALDXJWGLFD-UHFFFAOYSA-N				
	SBmap07	Methylcitric acid	Methylcitric acid	Methylcitric acid	6061-96-7	515		YNOXCRMFGMSKIJ-UHFFFAOYSA-N	CHEBI:30835			
	SBmap07	Methylcrotonoylglycine	3-Methylcrotonoylglycine	3-Methylcrotonoylglycine	33008-07-0	169485		PFWQSHXPNKRLIV-UHFFFAOYSA-N	CHEBI:68499			
	SBmap07	Methylglutaconic acid	3-Methylglutaconic acid	3-Methylglutaconic acid	5746-90-7	1551553		WKRBKYFIJPGYQC-DUXPYHPUSA-N	CHEBI:37245			
	SBmap07	Methylglutaric acid	3-Methylglutaric acid	3-Methylglutaric acid	626-51-7	12284		XJMMNTGIMDZPMU-UHFFFAOYSA-N	CHEBI:68566			
	SBmap07	Methylhippuric acid	2-Methylhippuric acid	2-Methylhippuric acid	42013-20-7	91637		YOEBAVRJHRCKRE-UHFFFAOYSA-N	CHEBI:68455			
	SBmap07	Methylsuccinic acid	Methylsuccinic acid	Methylsuccinic acid	498-21-5	10349		WXUAQHNMJWJLTG-UHFFFAOYSA-N				
	SBmap11	Methyluracil	1-Methyluracil	1-Methyluracil	27942-00-3			XBCXJKGHPABGSD-UHFFFAOYSA-N	CHEBI:69445			
	SBmap07	Mevalonic lactone	Mevalonic lactone	Mevalonic lactone	503-48-0	10428		JYVXNLLUYHCIIH-UHFFFAOYSA-N				
	SBmap11	N-Acetyl-DL-alanine	N-Acetyl-Ala									
	SBmap11	N-Acetyl-L-asparagine	N-Acetyl-Asn									
	SBmap11	N-Acetyl-L-glutamine	N-Acetyl-Gln									
	SBmap11	N-Acetyl-L-tyrosine	N-Acetyl-Tyr									
	SBmap11	N-formylglycine	N-Formyl-Gly									
	SBmap11	N-Lauroylsarcosine	N-Lauroylsarcosine		51323-71-8			BACYUWVYYTXETD-UHFFFAOYSA-N				
	SBmap11	N-methylethanolamine	N-Methylethanolamine		109-83-1			OPKOKAMJFNKNAS-UHFFFAOYSA-N	CHEBI:21763			
	SBmap07	Octenedioic acid	Octenedioic acid	Octenedioic acid	5698-50-0	6079438		BNTPVRGYUHJFHN-HWKANZROSA-N				
	SBmap07	Octenoic acid	2-Octenoic acid	2-Octenoic acid	1871-67-6	5282714		CWMPPVPFLSZGCY-VOTSOKGWSA-N				
	SBmap11	P-Acetamidophenyl-b-D-glucuronide (acetaminophen glucuronide) (sodium salt)	Acetaminophen glucuronide		16110-10-4			IPROLSVTVHAQLE-BYNIDDHOSA-N	CHEBI:32636			
	SBmap03	Penicillin G	Penicillin G	Penicillin G			D05408	FCPVYOBCFFNJFS-LQDWTQKMSA-M	CHEBI:17334			
	SBmap07	Phenyllactic acid	2-Phenyllactic acid	2-Phenyllactic acid	515-30-0	736858		NWCHELUCVWSRRS-SECBINFHSA-N				
	SBmap11	Phenylpropionate (Hydratropic acid)	2-Phenylpropionate	2-Phenylpropionate (Hydratropic acid)	2328-24-7			YPGCWEMNNLXISK-UHFFFAOYSA-N	CHEBI:48526			
	SBmap11	Piperazine-1,4-bis(2-ethanesulfonic acid) (IS)	PIPES (IS)									
	SBmap07	Propionylglycine	Propionylglycine	Propionylglycine;PropionylGly	21709-90-0	98681		WOMAZEJKVZLLFE-UHFFFAOYSA-N				
	SBmap11	Propylamine	Propylamine		0107-10-8			WGYKZJWCGVVSQN-UHFFFAOYSA-N				
	SBmap07	Propylhydroxyglutaric acid	2-Propylhydroxyglutaric acid	2-Propylhydroxyglutaric acid	0-00-0							
	SBmap11	Pyridinedicarboxylic acid	2,6-Pyridinedicarboxylic acid	2,6-Pyridinedicarboxylic acid	499-83-2			WJJMNDUMQPNECX-UHFFFAOYSA-N				
	SBmap11	Pyridylacetic acid	3-Pyridylacetic acid	3-Pyridylacetic acid	13445-43-7			WGNUNYPERJMVRM-UHFFFAOYSA-N				
	SBmap07	Sarcosine-d3	Sarcosine-d3	Sarcosine-d3	347840-04-4							
	SBmap11	S-benzyl-L-cysteine	S-benzyl-Cys									
	SBmap11	S-Methyl-L-cysteine	S-Methyl-Cys									
	SBmap07	Suberylglycine	Suberylglycine	Suberylglycine	60317-54-6	6453952		HXATVKDSYDWTCX-UHFFFAOYSA-N				
	SBmap07	Sulfinoalanine	3-Sulfinoalanine	3-Sulfinoalanine	2381-08-0	109		ADVPTQAUNPRNPO-UHFFFAOYSA-N				
	SBmap10	Tauro-alpha-muricholate	TaMCA	Tauro-alpha-muricholate;Tauro-a-muricholic acid;5beta-cholanic acid-3alpha, 6beta,7alpha-triol-N-(2-sulphoethyl)-amide	2260905-08-4							
	SBmap10	Tauro-beta-muricholate	TbMCA	Tauro-beta-muricholate;Tauro-b-muricholic acid;5beta-cholanic acid-3alpha,6beta,7beta-triol-N-(2-sulphoethyl)-amide	25696-60-0					HMDB0000932		
	SBmap10	Tauro-hyodeoxycholate	THDCA	Tauro-hyodeoxycholate;Taurohyodeoxycholic acid;5beta-cholanic acid-3alpha,6alpha-diol-N-(2-sulphoethyl)-amide	2958-4-5							
	SBmap11	Thymidine 3',5'-cyclic monophosphate	cTMP		6618-82-2			QSJFDOVQWZVUQG-KAVNDROISA-N				
	SBmap11	Thymidine 5'-diphospho (TDP)-α-D-glucose	TDP-Glc					YSYKRGRSMLTJNL-KFQCIAAJSA-N	CHEBI:35248			
	SBmap07	Tiglylglycine	Tiglylglycine	Tiglylglycine;TiglylGly	35842-45-6	6441567		WRUSVQOKJIDBLP-HWKANZROSA-N	CHEBI:73018			
	SBmap11	trans-2-Octenoic acid	trans-2-Octenoic acid		1470-50-4			CWMPPVPFLSZGCY-VOTSOKGWSA-N				
	SBmap07	Ureidosuccinic acid	Ureidosuccinic acid	Ureidosuccinic acid	923-37-5	279		HLKXYZVTANABHZ-UHFFFAOYSA-N	CHEBI:64850			
	SBmap11	Uridine 3',5'-cyclic monophosphate	cUMP		4004-57-3			NXIHNBWNDCFCGL-XVFCMESISA-N	CHEBI:75175			
	SBmap07	Valine-d8	Valine-d8	Valine-d8	35045-72-8			KZSNJWFQEVHDMF-RGZIBPOXSA-N				
kondo	SBmap21	Geranyl diphosphate	GPP	Geranyl diphosphate;GPP	763-10-0	445995	C00341	GVVPGTZRZFNKDS-JXMROGBWSA-N	CHEBI:17211			
kondo	SBmap21	Farnesyl diphosphate	FPP	trans,trans-Farnesyl diphosphate;Farnesyl diphosphate;Farnesyl pyrophosphate;2-trans,6-trans-Farnesyl diphosphate;(2E,6E)-Farnesyl diphosphate	372-97-4	445713	C00448	VWFJDQUYCIWHTN-YFVJMOTDSA-N	CHEBI:17407			
kondo	SBmap21	Squalene	Squalene	Squalene;Spinacene;Supraene	111-02-4	638072	C00751	YYGNTYWPHWGJRM-AAJYLUCBSA-N	CHEBI:15440			
kondo	SBmap21	Squalene 2,3-oxide	Squalene 2,3-oxide	(S)-2,3-Epoxysqualene;Squalene 2,3-epoxide;Squalene 2,3-oxide;(S)-Squalene-2,3-epoxide;2,3-Oxidosqualene;(3S)-2,3-Epoxy-2,3-dihydrosqualene		5459811	C01054	QYIMSPSDBYKPPY-RSKUXYSASA-N	CHEBI:15441			
kondo	SBmap21	Lanosterol	Lanosterol	Lanosterol;4,4',14alpha-Trimethyl-5alpha-cholesta-8,24-dien-3beta-ol	79-63-0	246983	C01724	CAHGCLMLTWQZNJ-BQNIITSRSA-N	CHEBI:16521			
kondo	SBmap21	Cholesterol ester	Cholesterol ester	Cholesterol ester			C02530		CHEBI:17002			
Okahashi,taniguchi	SBmap14	PC	PC	1,2-diacyl-sn-glycero-3-phosphocholine;Phosphatidylcholine;Diacylphosphatidylcholine		45266626	C00157			HMDB00564	LMGP01010000	GP0101
Okahashi,taniguchi	SBmap14	EtherPC	EtherPC	1-Alkyl-2-acylglycerophosphocholine;2-Acyl-1-alkyl-sn-glycero-3-phosphocholine			C05212?					GP0102
Okahashi,taniguchi	SBmap14	LPC	LPC	1-acyl-sn-glycero-3-phosphocholine;Glycerophosphocholines;Monoacylglycerophosphocholines			C04230			HMDB02815	LMGP01050000	GP0105
Okahashi,taniguchi	SBmap14	PE	PE	1,2-diacyl-sn-glycero-3-phosphoethanolamine;Glycerophosphoethanolamines;Diacylglycerophosphoethanolamines			C00350			HMDB05779	LMGP02010000	GP0201
Okahashi,taniguchi	SBmap14	LPE	LPE	1-acyl-sn-glycero-3-phosphoethanolamine;Glycerophosphoethanolamines;Monoacylglycerophosphoethanolamines			C04438				LMGP02050000	GP0205
Okahashi,taniguchi	SBmap14	EtherPE	EtherPE	1-Alkyl-2-acylglycerophosphoethanolamine;2-Acyl-1-alkyl-sn-glycero-3-phosphoethanolamine			C04475?					GP0202
Okahashi,taniguchi	SBmap14	PS	PS	1,2-diacyl-sn-glycero-3-phosphoserine;Glycerophosphoserines;Diacylglycerophosphoserines			C02737			HMDB00614	LMGP03010000	GP0301
Okahashi,taniguchi	SBmap14	LPS	LPS	1-acyl-sn-glycero-3-phosphoserine;Glycerophosphoserine;Monoacylglycerophosphoserine								GP0305
Okahashi,taniguchi	SBmap14	EtherPS	EtherPS	1-Alkyl-2-acylglycerophosphoserine;2-Acyl-1-alkyl-sn-glycero-3-phosphoserine								GP0302
Okahashi,taniguchi	SBmap14	PI	PI	1,2-diacyl-sn-glycero-3-phospho-(1'-myo-inositol);Glycerophosphoinositols;Diacylglycerophosphoinositols			C01194				LMGP06010000	GP0601
Okahashi,taniguchi	SBmap14	LPI	LPI	1-acyl-sn-glycero-3-phospho-(1'-myo-inositol);Glycerophospho-(1'-myo-inositol);Monoacylglycerophospho-(1'-myo-inositol)								GP0605
Okahashi,taniguchi	SBmap14	EtherPI	EtherPI	1-Alkyl-2-acylglycerophospho-(1'-myo-inositol);2-Acyl-1-alkyl-sn-glycero-3-phospho-(1'-myo-inositol)								GP0602
Okahashi,taniguchi	SBmap14	PG	PG	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol);Glycerophosphoglycerols;Diacylglycerophosphoglycerols			C00344				LMGP04010000	GP0401
Okahashi,taniguchi	SBmap14	LPG	LPG	1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol);Glycerophospho-(1'-sn-glycerol);Monoacylglycerophospho-(1'-sn-glycerol)								GP0405
Okahashi,taniguchi	SBmap14	EtherPG	EtherPG	1-Alkyl-2-acylglycerophospho-(1'-sn-glycerol);2-Acyl-1-alkyl-sn-glycero-3-phospho-(1'-sn-glycerol)								GP0402
Okahashi,taniguchi	SBmap14	PA	PA	1,2-diacyl-sn-glycero-3-phosphate;Phosphatidic acid;Diacylglycerophosphates			C00416			HMDB00674	LMGP10010000	GP1001
Okahashi,taniguchi	SBmap14	LPA	LPA	1-acyl-sn-glycero-3-phosphate;Lysophosphatidic acid;Monoacylglycerophosphates		25163997	C00681				LMGP10050000	GP1005
Okahashi,taniguchi	SBmap14	EtherPA	EtherPA	2-Acyl-1-alkyl-sn-glycero-3-phosphate			C05977					GP1002
Okahashi,taniguchi	SBmap14	CL	CL	1',3'-Bis-(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol;1,3-bis(sn-3'-phosphatidyl)-sn-glycerol;1,3-bis(sn-3-phosphatidyl)-sn-glycerol;cardiolipin			C05980				LMGP12010000	GP1201
Okahashi,taniguchi	SBmap14	MLCL	LCL	Lysocardiolipin		52929774					LMGP12070001	GP1207
Okahashi,taniguchi	SBmap14	DLCL	DLCL	Dilysocardiolipin								
Okahashi,taniguchi	SBmap14	BMP	BMP	Bismonoacylglycerophosphate								
Okahashi,taniguchi	SBmap14	HBMP	HBMP	Hemibismonoacylglycerophosphate								
Okahashi,taniguchi	SBmap14	MAG	MAG	1-acyl-sn-glycerol			C01885				LMGL01010000	GL0101
Okahashi,taniguchi	SBmap14	EtherMAG	EtherMAG	1-alkyl-sn-glycerol								GL0102
Okahashi,taniguchi	SBmap14	DAG	DAG	1,2-diacyl-sn-glycerol			C00641				LMGL02010000	GL0201
Okahashi,taniguchi	SBmap14	EtherDAG	EtherDAG	2-Acyl-1-alkyl-sn-glycerol			C03021					GL0202
Okahashi,taniguchi	SBmap14	TAG	TAG	triacyl-sn-glycerol			C00422				LMGL03010000	GL0301
Okahashi,taniguchi	SBmap14	EtherTAG	EtherTAG	1-alkyl-diacyl-sn-glycerol								
Okahashi,taniguchi	SBmap14	MGDG	MGDG	monogalactosyldiacylglycerol							LMGL0501AA00	GL0501
Okahashi,taniguchi	SBmap14	EtherMGDG	EtherMGDG	Galactosyl-1-alkyl-2-acylglycerol;Galactosyl-2-acyl-1-alkyl-sn-glycerol;1-O-Alkyl-2-O-acyl-3-beta-galactosyl-sn-glycerol			C20859?					
Okahashi,taniguchi	SBmap14	SQDG	SQDG	sulfoquinovosyl diacylglycerol								GL0501
Okahashi,taniguchi	SBmap14	DGDG	DGDG	digalactosyldiacylglycerol								GL0501
Okahashi,taniguchi	SBmap14	EtherDGDG	EtherDGDG	Digalactosyl-1-alkyl-2-acylglycerol;Digalactosyl-2-acyl-1-alkyl-sn-glycerol;1-O-Alkyl-2-O-acyl-3-beta-digalactosyl-sn-glycerol								
Okahashi,taniguchi	SBmap13	sphingosine	sphingosine	Sphingosine;4-Sphingenine;D-erythro-Sphingosine;(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol;4-trans-Sphingenine;Sphingenine;2S-Amino-4E-octadecene-1,3R-diol		5280335	C00319			HMDB00252	LMSP01010001	SP0101
Okahashi,taniguchi	SBmap13	sphinganine	sphinganine	Dihydrosphingosine;Octadecasphinganine;D-erythro-Sphinganine;D-erythro-2-Amino-1,3-octadecanediol		91486	C00836			HMDB0000269	LMSP01020001	SP0102
Okahashi,taniguchi	SBmap13	phytosphingosine	phytosphingosine	Phytosphingosine;4-D-Hydroxysphinganine			C12144					SP0103
Okahashi,taniguchi	SBmap13	S1P	S1P	sphingosine1phosphate			C06124					SP0105
Okahashi,taniguchi	SBmap13	CerNS	CerNS	N-acyl-sphing-4-enine;Ceramide non-hydroxyfatty acid-sphingosine			C00195			HMDB04947	LMSP02010000	SP0201
Okahashi,taniguchi	SBmap13	CerNDS	CerNDS	N-acyl-sphinganine;Ceramide non-hydroxyfatty acid-dihydrosphingosine			C12126			HMDB06752	LMSP02020000	SP0202
Okahashi,taniguchi	SBmap13	CerNP	CerNP	Ceramide non-hydroxyfatty acid-phytospingosine								SP0203
Okahashi,taniguchi	SBmap13	C1P	C1P	ceramide 1 phosphate			C02960				LMSP02050000	SP0205
Okahashi,taniguchi	SBmap13	CerAS	CerAS	Ceramide alpha-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	CerADS	CerADS	Ceramide alpha-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	CerAP	CerAP	Ceramide alpha-hydroxy fatty acid-phytospingosine								
Okahashi,taniguchi	SBmap13	CerBS	CerBS	Ceramide beta-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	CerBDS	CerBDS	Ceramide beta-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	CerOS	CerOS	Ceramide omega-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	CerODS	CerODS	Ceramide omega-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	CerEBS	CerEBS	Ceramide Esterified beta-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	CerEBDS	CerEBDS	Ceramide Esterified beta-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	CerEOS	CerEOS	Ceramide Esterified omega-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	CerEODS	CerEODS	Ceramide Esterified omega-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	HexCerNS	HexCerNS	Hexosylceramide non-hydroxyfatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	Hex2CerNS	Hex2CerNS	Dihexosylceramide								
Okahashi,taniguchi	SBmap13	Hex3CerNS	Hex3CerNS	Trihexosylceramide								
Okahashi,taniguchi	SBmap13	HexCerNDS	HexCerNDS	Hexosylceramide non-hydroxyfatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	Hex2CerNDS	Hex2CerNDS	Dihexosyldihydroceramide								
Okahashi,taniguchi	SBmap13	Hex3CerNDS	Hex3CerNDS	Trihexosyldihydroceramide								
Okahashi,taniguchi	SBmap13	HexCerAS	HexCerAS	Hexosylceramide alpha-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	HexCerADS	HexCerADS	Hexosylceramide alpha-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	HexCerAP	HexCerAP	Hexosylceramide alpha-hydroxy fatty acid-phytospingosine								
Okahashi,taniguchi	SBmap13	HexCerBS	HexCerBS	Hexosylceramide beta-hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	HexCerBDS	HexCerBDS	Hexosylceramide beta-hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	HexCerNP	HexCerNP	Hexosylceramide non-hydroxyfatty acid-phytospingosine								
Okahashi,taniguchi	SBmap13	CerHDS	CerHDS	Ceramide hydroxy fatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	CerHS	CerHS	Ceramide hydroxy fatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	HexCerHDS	HexCerHDS	Hexosylceramide hydroxyfatty acid-dihydrosphingosine								
Okahashi,taniguchi	SBmap13	HexCerHS	HexCerHS	Hexosylceramide hydroxyfatty acid-sphingosine								
Okahashi,taniguchi	SBmap13	3-dehydrosphingosine	3-dehydrosphingosine	3-dehydrosphingosine								
Okahashi,taniguchi	SBmap13	AcylHexCer	AcylHexCer	Acylhexosylceramide								
Okahashi,taniguchi	SBmap13	SHexCer	SHexCer	Sulfatide								
Okahashi,taniguchi	SBmap13	GM3	GM3	Ganglioside GM3								
Okahashi,taniguchi	SBmap13	SM	SM	Sphingomyelin								
Okahashi,taniguchi	SBmap13	SM+O	SM+O	Oxidized sphingomyelin								
Okahashi,taniguchi	SBmap13	PE Cer	PE Cer	Ceramide phosphoethanolamine								
Okahashi,taniguchi	SBmap13	PE Cer+O	PE Cer+O	Oxidized ceramide phosphoethanolamine								
Okahashi,taniguchi	SBmap13	PI Cer	PI Cer	Ceramide phosphoinositol								
Okahashi,taniguchi	SBmap13	PI Cer+O	PI Cer+O	Oxidized ceramide phosphoinositol								
Okahashi,taniguchi	SBmap13	AcylSM	AcylSM	Acylsphingomyelin								
maruyama	SBmap23	Sedoheptulose 1,7-bisphosphate	SBP	D-Sedoheptulose 1,7-bisphosphate	815-91-8	3735	C00447	OKHXOUGRECCASI-SHUUEZRQSA-N	ChEBI:17969			
maruyama	SBmap23	Succinic semialdehyde	Succinic semialdehyde	Succinic semialdehyde	692-29-5	3531	C00232	UIUJIQZEACWQSV-UHFFFAOYSA-N	ChEBI:16265			
maruyama	SBmap23	Ubiquinone	Q	Ubiquinone	1339-63-5	3689	C00399	SQQWBSBBCSFQGC-UHFFFAOYSA-N	ChEBI:16389			
maruyama	SBmap23	Ubiquinol	QH2	Ubiquinol	56275-39-9	3680	C00390		ChEBI:17976			
Okahashi,taniguchi	SBmap27	C12:0	C12:0	n-Dodecanoic acid;Dodecanoate;Dodecylic acid;C12:0;Laurostearic acid;Isolauric acid;10-methyl-undecanoic acid;10-methyl-hendecanoic acid;Isododecanoic acid		3893;75942	C02679		30805	HMDB0000638		
Okahashi,taniguchi	SBmap27	C13:0	C13:0	tridecanoic acid;Anteisotri-decanoic acid;10-methyl-dodecanoic acid;(+)-10-methyl lauric acid;Isotridecanoic acid;11-methyl-dodecanoic acid;11-methyllauric acid;Isoundecylic acid		12530;3014565;33002	C13795		45919	HMDB0000910		
Okahashi,taniguchi	SBmap27	C14:0	C14:0	Myristic acid;tetradecanoic acid;Isomyristic acid;12-methyl-tridecanoic acid;12-methyltridecylic acid		11005;520298	C06424		28875;43722	HMDB0000806;HMDB0031072		
Okahashi,taniguchi	SBmap27	C15:0	C15:0	Pentadecylic acid;Sarcinic acid;12-methyl-tetradecanoic acid;12-methyl myristic acid;Anteisopentadecanoic acid;Isopentadecylic acid;13-methyl-tetradecanoic acid		13849;21672;151014	C16537		42504;39251;39250	HMDB0000826;HMDB0061707		
Okahashi,taniguchi	SBmap27	C16:0	C16:0	Palmitic acid;hexadecanoic acid;Isopalmitic acid;14-methyl-pentadecanoic acid;14-methyl pentadecylic acid;Isohexadecanoic acid		985;36247	C00249		15756	HMDB0000220;HMDB0031068		
Okahashi,taniguchi	SBmap27	C17:0	C17:0	Margaric acid;heptadecanoic acid;Anteisoheptadecanoic acid;14-methyl-hexadecanoic acid;(+)-14-methyl palmitic acid;Anteisomargaric acid;Isoheptadecanoic acid;15-methyl-hexadecanoic acid;15-methyl palmitic acid;Isomargaric acid;Subtiloheptadecanoic acid;Methylpalmitic acid		10465;22207;164860			32365	HMDB0002259;HMDB0031067;HMDB0061709		
Okahashi,taniguchi	SBmap27	C18:0	C18:0	Cetylacetic acid;Stearate;n-Octadecanoic acid;Octadecanoate;C18:0;Lactaric acid;algic acid;Bassinic acid;Stearophanic acid;10-methyl-heptadecanoic acid;10-methyl-heptadecanoic acid;Isostearic acid;16-methyl-heptadecanoic acid;16-methyl margaric acid;Isooctadecanoic acid		5281;5282600;21859	C01530		28842	HMDB0000827;HMDB0031066		
Okahashi,taniguchi	SBmap27	C19:0	C19:0	Icosanoic acid;Eicosanoate;Arachidate;n-Eicosanoic acid;Tuberculostearic acid;10R-methyl-octadecanoic acid;10-methylstearic acid;L-(+)-Tuberculostearic acid;Anteisononadecanoic acid;16-methyl-octadecanoic acid		12591;9601092;5282601	C16535		39246	HMDB0000772;HMDB0038070		
Okahashi,taniguchi	SBmap27	C20:0	C20:0	Arachidic acid;Eicosanoic acid;Icosanoic acid;Eicosanoate;Arachidate;n-Eicosanoic acid;C20:0;Arachic acid;Isoarachidic acid;18-methyl-nonadecanoic acid		10467;4383090	C06425		28822	HMDB0002212		
Okahashi,taniguchi	SBmap27	C21:0	C21:0	Heneicosylic acid;Heneicosanoic acid;Henicosanoic acid;C21:0;Methylarachidic acid;(+)-18-methyl-eicosanoic acid;(+)-18-methyl-icosanoic acid		16898;5282602			39248	HMDB0002345		
Okahashi,taniguchi	SBmap27	C22:0	C22:0	Behenic acid;docosanoic acid;C22:0;Isobehenic acid;20-methyl-heneicosanoic acid;20-methyl-henicosanoic acid		8215	C08281		28941	HMDB0000944		
Okahashi,taniguchi	SBmap27	C24:0	C24:0	Lignoceric acid;Tetracosanoic acid;C24:0;Carnaubic acid		11197	C08320		28866	HMDB0002003		
Okahashi,taniguchi	SBmap27	C25:0	C25:0	Hyenic acid;Pentacosanoic acid;C25:0		10468			39420	HMDB0002361		
Okahashi,taniguchi	SBmap27	C26:0	C26:0	Cerotic acid;hexacosanoic acid;C26:0;Ceric acid;Ceratinic acid;Cerinic acid;Cerylic acid		10469			31009	HMDB0002356		
Okahashi,taniguchi	SBmap27	C28:0	C28:0	Montanic acid;octacosanoic acid;C28:0		10470			31001	HMDB0002348		
Okahashi,taniguchi	SBmap27	C12:1	C12:1									
Okahashi,taniguchi	SBmap27	C13:1	C13:1									
Okahashi,taniguchi	SBmap27	C14:1	C14:1									
Okahashi,taniguchi	SBmap27	C15:1	C15:1									
Okahashi,taniguchi	SBmap27	C16:1	C16:1									
Okahashi,taniguchi	SBmap27	C17:1	C17:1									
Okahashi,taniguchi	SBmap27	C18:1	C18:1									
Okahashi,taniguchi	SBmap27	C19:1	C19:1									
Okahashi,taniguchi	SBmap27	C20:1	C20:1									
Okahashi,taniguchi	SBmap27	C22:1	C22:1									
Okahashi,taniguchi	SBmap27	C24:1	C24:1									
Okahashi,taniguchi	SBmap27	C26:1	C26:1									
Okahashi,taniguchi	SBmap27	C28:1	C28:1									
Okahashi,taniguchi	SBmap27	C18:2	C18:2									
Okahashi,taniguchi	SBmap27	C18:3	C18:3									
Okahashi,taniguchi	SBmap27	C20:2	C20:2									
Okahashi,taniguchi	SBmap27	C20:3	C20:3									
Okahashi,taniguchi	SBmap27	C20:4	C20:4									
Okahashi,taniguchi	SBmap27	C20:5	C20:5									
Okahashi,taniguchi	SBmap27	C20:6	C20:6									
Okahashi,taniguchi	SBmap27	C22:4	C22:4									
Okahashi,taniguchi	SBmap27	C22:5	C22:5									
Okahashi,taniguchi	SBmap27	C22:6	C22:6									
Okahashi,taniguchi	SBmap27	C24:4	C24:4									
Okahashi,taniguchi	SBmap27	C24:5	C24:5									
Shimadzu	LipidMediator	tetranor-PGFM	tetranor-PGFM	tetranor-PGFM	23109-94-6			IGRHJCFWWOQYQE-SYQHCUMBSA-N;IGRHJCFWWOQYQE-UHFFFAOYSA-N			LMFA03010139	
Shimadzu	LipidMediator	tetranor-PGEM-d6	tetranor-PGEM-d6		1240398-16-6			ZJAZCYLYLVCSNH-VFBFAAMGSA-N				
Shimadzu	LipidMediator	tetranor-PGEM	tetranor-PGEM	tetranor-PGEM	24769-56-0			ZJAZCYLYLVCSNH-JHJVBQTASA-N;ULFADZCQQPUNCM-UHFFFAOYSA-N;JQPGYJSSJIANAB-IJLUTSLNSA-N;ZJAZCYLYLVCSNH-UHFFFAOYSA-N			LMFA03010032	
Shimadzu	LipidMediator	tetranor-PGDM	tetranor-PGDM	tetranor-PGDM	70803-91-7			VNJBSPJILLFAIC-BZPMIXESSA-N			LMFA03010221	
Shimadzu	LipidMediator	tetranor-PGJM	tetranor-PGJM		1352751-83-7			KPFBKANRLYZJQP-DGCLKSJQSA-N				
Shimadzu	LipidMediator	tetranor-PGAM	tetranor-PGAM		52510-53-9			HYPIFMOQVFWSBF-WCQYABFASA-N				
Shimadzu	LipidMediator	20-hydroxy-PGF2a or 19-hydroxy-PGF2a	20-hydroxy-PGF2a or 19-hydroxy-PGF2a	20-hydroxy-PGF2a	57930-92-4			XQXUYZDBZCLAQO-UHFFFAOYSA-N				
